   5.2208766848330623e-01	   8.5289182574208400e-01	  -4.5484893283533079e-01	   8.9056860954030981e-01	  -9.9702970619554165e-01	   7.7017952216556620e-02	  -8.7933929521937237e-03	
  -3.9088710191272807e-01	  -9.2043863106579171e-01	  -6.9441454711653705e-01	   7.1957517797165205e-01	   9.3376248160957354e-01	   3.5789331921444251e-01	  -1.1004030478512727e-02	
  -4.5484893283533079e-01	   8.9056860954030981e-01	  -5.8622489659712151e-01	  -8.1014836333210860e-01	   9.8813647007273642e-01	  -1.5357837254051143e-01	  -2.5421613114927633e-02	
   6.2348980185865555e-01	  -7.8183148246809198e-01	  -2.2252093395650877e-01	  -9.7492791218177921e-01	  -9.0096886790254893e-01	  -4.3388373911728867e-01	  -3.5002273898666836e-02	
  -9.3890469915745711e-01	  -3.4417723036256326e-01	   7.6308406819991015e-01	   6.4629923786081855e-01	  -4.9402173581271391e-01	  -8.6944955261624757e-01	  -1.8598750675475006e-02	
   1.5277676814684543e-01	   9.8826072425985090e-01	  -9.5331851822921010e-01	   3.0196655907776154e-01	  -4.4406661260604213e-01	  -8.9599377429120308e-01	   1.8723173756489353e-02	
   7.7038361348027340e-01	  -6.3758065221670324e-01	   1.8698182383784662e-01	  -9.8236337347962666e-01	  -4.8228814727360980e-01	  -8.7601263860710876e-01	   7.1564823377922582e-02	
  -1.6178199655282086e-01	  -9.8682652254151693e-01	  -9.4765317118276615e-01	   3.1930153013608775e-01	   4.6840844069994009e-01	   8.8351204444594345e-01	   1.2141613448256589e-01	
   1.8895353059257211e-01	   9.8198603008220131e-01	  -9.2859312655320381e-01	   3.7109945475323131e-01	  -5.3987543008501770e-01	  -8.4174492572899851e-01	   1.1650112139321628e-01	
   7.4150213106607632e-01	  -6.7095051205321199e-01	   9.9650820751065308e-02	  -9.9502246905466363e-01	  -5.9371953916728004e-01	  -8.0467205047211166e-01	   6.3261797520875240e-02	
  -9.9619469809175276e-01	  -8.7155742747575662e-02	   9.8480775301223678e-01	   1.7364817766676721e-01	  -9.6592582628913237e-01	  -2.5881904510228160e-01	  -1.5936197233742067e-02	
  -7.8914050939634572e-01	   6.1421271268972932e-01	   2.4548548714064811e-01	  -9.6940026593936868e-01	   4.0169542465318309e-01	   9.1577332665496369e-01	  -7.1385317132916404e-02	
  -4.0262417705701337e-01	  -9.1536537625647751e-01	  -6.7578754409832553e-01	   7.3709646264349538e-01	   9.4680098467295026e-01	   3.2181966288953179e-01	  -1.0728682307145176e-01	
   6.8191705310914585e-01	   7.3142951313092253e-01	  -6.9978265357876837e-02	   9.9754851630259200e-01	  -7.7735579809821209e-01	   6.2906117601000600e-01	  -1.3505617657283098e-01	
   6.7031336088659943e-01	  -7.4207816179760433e-01	  -1.0135999643382294e-01	  -9.9484981335020384e-01	  -8.0619928062461865e-01	  -5.9164408213075825e-01	  -1.2826830240931120e-01	
   9.1615757346150029e-01	   4.0081828874084047e-01	   6.7868939882172852e-01	   7.3442542162359870e-01	   3.2741529205561815e-01	   9.4488053558539042e-01	  -3.1609706185033337e-02	
  -9.7979065204223570e-01	   2.0002569377620116e-01	   9.1997944365869877e-01	  -3.9196660986036941e-01	  -8.2298386589338435e-01	   5.6806474673155005e-01	   1.0162559766716089e-01	
   1.2955034097246446e-01	   9.9157284611566399e-01	  -9.6643341830783636e-01	   2.5691720062664258e-01	  -3.7995389871039342e-01	  -9.2500542422991883e-01	   2.1344175657638037e-01	
   3.3960714731673236e-01	   9.4056737424354198e-01	  -7.6933397098278244e-01	   6.3884680565207741e-01	  -8.6214977775536528e-01	  -5.0665349176372432e-01	   2.0369619318048982e-01	
  -9.8277158404806852e-01	   1.8482427759266443e-01	   9.3167997282469950e-01	  -3.6328009612056550e-01	  -8.4848562138951455e-01	   5.2921843344242026e-01	   7.0343097663417731e-02	
   8.1254207612495122e-01	   5.8290254290623411e-01	   3.2044925094689192e-01	   9.4726568478308970e-01	  -2.9178507681080501e-01	   9.5648390940491657e-01	  -9.4633625715403236e-02	
  -2.5130004431391734e-01	  -9.6790923527354733e-01	  -8.7369657545564638e-01	   4.8647126743218461e-01	   6.9042002057176088e-01	   7.2340873314723630e-01	  -2.4445140535133714e-01	
   9.5817068527866767e-01	   2.8619737572627807e-01	   8.3618212425478322e-01	   5.4845187124920836e-01	   6.4423971275128766e-01	   7.6482363490816518e-01	  -3.2626596421859455e-01	
  -2.7070749395216498e-01	   9.6266165017525163e-01	  -8.5343490543627709e-01	  -5.2119944568559617e-01	   7.3276994295608011e-01	  -6.8047645859364092e-01	  -3.5302851344411124e-01	
  -7.5632298913342666e-01	  -6.5419839200985397e-01	   1.4404892778344291e-01	   9.8957056666234799e-01	   5.3842795784814979e-01	  -8.4267154586319759e-01	  -3.5348882623461275e-01	
   3.9466420623357434e-01	   9.1882542646469179e-01	  -6.8848032863604536e-01	   7.2525501520582603e-01	  -9.3810129105072482e-01	  -3.4636103667843948e-01	  -2.8931989902837629e-01	
   3.1202808567510999e-02	  -9.9951307382019738e-01	  -9.9805276947499855e-01	  -6.2375230206272211e-02	  -9.3486907579917011e-02	   9.9562050908523581e-01	  -1.4293807334519693e-01	
  -2.0137053265364701e-02	   9.9979722898485168e-01	  -9.9918899817157569e-01	  -4.0265940109263973e-02	   6.0378497422059522e-02	  -9.9817555422333115e-01	   4.2359919088670206e-02	
   6.2348980185865555e-01	  -7.8183148246809198e-01	  -2.2252093395650877e-01	  -9.7492791218177921e-01	  -9.0096886790254893e-01	  -4.3388373911728867e-01	   1.9422729998894034e-01	
  -9.8450621024997242e-01	   1.7534971337084373e-01	   9.3850495604152595e-01	  -3.4526576355829658e-01	  -8.6342170489654635e-01	   5.0448286344884019e-01	   2.6233209051350553e-01	
   9.8461893013689605e-01	   1.7471566162217447e-01	   9.3894887516785164e-01	   3.4405669564917074e-01	   8.6439474370512814e-01	   5.0281380953086985e-01	   2.3901158945244982e-01	
  -9.5198268790064766e-01	  -3.0615186090804342e-01	   8.1254207612508400e-01	   5.8290254290604882e-01	  -5.9506929142321308e-01	  -8.0367439825160236e-01	   1.5125951800262882e-01	
   9.5352878783129225e-01	  -3.0130192627493502e-01	   8.1843429844602722e-01	  -5.7460012106434444e-01	   6.0727254120229657e-01	  -7.9449358757746114e-01	   4.0197087007323384e-02	
  -9.5413925640009778e-01	  -2.9936312297320183e-01	   8.2076344120746325e-01	   5.7126821509452375e-01	  -6.1210598254805126e-01	  -7.9077573693739789e-01	  -3.8012416297679263e-02	
   2.7609697309763959e-01	   9.6112978387225168e-01	  -8.4754092289264260e-01	   5.3073004816223446e-01	  -7.4410393987171652e-01	  -6.6806386421313713e-01	  -5.0997080069971834e-02	
  -4.1690470890469837e-02	  -9.9913057436800068e-01	  -9.9652380927386175e-01	   8.3308448252935083e-02	   1.2478156461485393e-01	   9.9218423749436224e-01	  -1.7291592105889819e-02	
  -1.0004905225557168e-02	   9.9994994968319673e-01	  -9.9979980374285526e-01	  -2.0008808953762086e-02	   3.0010709787513239e-02	  -9.9954957720867932e-01	   2.6831591990429060e-02	
   3.4306456426886756e-01	  -9.3931182508420064e-01	  -7.6461340948602408e-01	  -6.4448920397021214e-01	  -8.6768809658777968e-01	   4.9710900921214041e-01	   4.5967658799798472e-02	
  -9.5432808779198752e-01	   2.9876060793097958e-01	   8.2148419829742303e-01	  -5.7023127934868689e-01	  -6.1360280043304039e-01	   7.8961484490904199e-01	   4.1466368295087541e-02	
   9.2534125503499354e-01	   3.7913528156881293e-01	   7.1251287653947393e-01	   7.0165903454986200e-01	   3.9329386377626679e-01	   9.1941282170520944e-01	   3.8384464081599123e-02	
  -8.6602540378445703e-01	  -4.9999999999996819e-01	   5.0000000000006362e-01	   8.6602540378440196e-01	  -1.1056275042251710e-13	  -1.0000000000000000e+00	   3.8019272341381694e-02	
   3.7480698603921969e-01	   9.2710286549885934e-01	  -7.1903944643239226e-01	   6.9496926153190319e-01	  -9.1380900156048750e-01	  -4.0614419688950987e-01	   3.3389999679712790e-02	
