  -5.2118488287658460e-01	  -8.5344379888831623e-01	  -4.5673263572184147e-01	   8.8960401273070910e-01	   9.9726917338578813e-01	  -7.3852527474872462e-02	
   2.3317925841083664e-01	   9.7243376815440352e-01	  -8.9125486689394451e-01	   4.5350276982379850e-01	  -6.4882355624559429e-01	  -7.6093888904485629e-01	
   9.9970801408019305e-01	   2.4163745236130900e-02	   9.9883222683232675e-01	   4.8313379525504289e-02	   9.9737314969149138e-01	   7.2434800161758198e-02	
   7.9562454888177991e-01	   6.0579004384082136e-01	   2.6603684556667151e-01	   9.6396286069585424e-01	  -3.7229365840195044e-01	   9.2811498851903684e-01	
  -5.8374367223478907e-01	  -8.1193800571585706e-01	  -3.1848665025168615e-01	   9.4792734616713115e-01	   9.5557280578614123e-01	  -2.9475517441090243e-01	
  -8.8004963670582104e-01	   4.7488170835898957e-01	   5.4897472613209519e-01	  -8.3583894983913687e-01	  -8.6200379880634878e-02	   9.9627781994202513e-01	
  -7.3017907270583682e-01	   6.8325582455069067e-01	   6.6322956435111546e-02	  -9.9779820878257053e-01	   6.3332380304803815e-01	   7.7388691712211410e-01	
  -6.5317284295376843e-01	   7.5720884650649167e-01	  -1.4673047445538340e-01	  -9.8917650996477779e-01	   8.4485356524972488e-01	   5.3499761988706906e-01	
  -7.4985022815519176e-01	  -6.6160761432710768e-01	   1.2455072932878622e-01	   9.9221324110478759e-01	   5.6306144254701929e-01	  -8.2641503611494738e-01	
  -4.8037164306264668e-01	   8.7706504008613473e-01	  -5.3848616908258640e-01	  -8.4263434875796528e-01	   9.9771861468007106e-01	  -6.7509746858360808e-02	
  -9.3539488577558816e-01	   3.5360487505812793e-01	   7.4992718467025143e-01	  -6.6152038342937747e-01	  -4.6756122071368755e-01	   8.8396069193416416e-01	
   3.4598957053443158e-01	  -9.3823835835111724e-01	  -7.6058243416279914e-01	  -6.4924137332966636e-01	  -8.7229675003847007e-01	   4.8897687048808636e-01	
